"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude","country_code_2","Flag"
"France",2021,"Germany",12,"Jury","High","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"France",2021,"Australia",7,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"France",2021,"Finland",7,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"France",2021,"Portugal",6,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"France",2021,"Ukraine",10,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"France",2021,"Iceland",6,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"France",2021,"Romania",4,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"France",2021,"Croatia",6,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"France",2021,"Czech Republic",10,"Jury","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"France",2021,"Lithuania",5,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"France",2021,"Sweden",6,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"France",2021,"Switzerland",12,"Jury","High","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"France",2021,"Netherlands",12,"Jury","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Azerbaijan",2021,"Israel",2,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Azerbaijan",2021,"Albania",2,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Azerbaijan",2021,"Ireland",2,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Azerbaijan",2021,"Moldova",6,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Azerbaijan",2021,"Ukraine",3,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Azerbaijan",2021,"Georgia",5,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Azerbaijan",2021,"Russia",8,"Jury","High","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Azerbaijan",2021,"Switzerland",2,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Azerbaijan",2021,"Netherlands",2,"Jury","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Norway",2021,"Italy",2,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Norway",2021,"Ireland",7,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Norway",2021,"Ukraine",1,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Norway",2021,"Denmark",3,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Norway",2021,"Sweden",2,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Netherlands",2021,"Austria",3,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Netherlands",2021,"Bulgaria",2,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Netherlands",2021,"Australia",3,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Netherlands",2021,"Portugal",1,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Netherlands",2021,"Georgia",2,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Italy",2021,"Poland",5,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Italy",2021,"San Marino",10,"Jury","High","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Italy",2021,"Albania",4,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Italy",2021,"Estonia",3,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Italy",2021,"North Macedonia",10,"Jury","High","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Italy",2021,"Norway",5,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Italy",2021,"Austria",6,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Italy",2021,"Slovenia",12,"Jury","High","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Italy",2021,"Greece",4,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Italy",2021,"Latvia",8,"Jury","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Italy",2021,"Serbia",8,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Italy",2021,"Bulgaria",10,"Jury","High","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Italy",2021,"Cyprus",8,"Jury","High","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Italy",2021,"Belgium",2,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Italy",2021,"Germany",6,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Italy",2021,"Australia",6,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Italy",2021,"Finland",6,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Italy",2021,"Portugal",3,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Italy",2021,"Ukraine",12,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Italy",2021,"Iceland",7,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Italy",2021,"Romania",3,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Italy",2021,"Croatia",12,"Jury","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Italy",2021,"Czech Republic",6,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Italy",2021,"Georgia",12,"Jury","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Italy",2021,"Lithuania",10,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Italy",2021,"Russia",10,"Jury","High","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Italy",2021,"Sweden",10,"Jury","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Italy",2021,"Switzerland",8,"Jury","High","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Sweden",2021,"Malta",8,"Jury","High","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Sweden",2021,"North Macedonia",3,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Sweden",2021,"Azerbaijan",5,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Sweden",2021,"Norway",10,"Jury","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Sweden",2021,"Serbia",4,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Sweden",2021,"Belgium",4,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Sweden",2021,"Germany",4,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Sweden",2021,"Finland",5,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Sweden",2021,"Denmark",2,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Sweden",2021,"France",1,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"San Marino",2021,"Poland",12,"Jury","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"San Marino",2021,"Albania",5,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"San Marino",2021,"Malta",1,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"San Marino",2021,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"San Marino",2021,"Greece",7,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"San Marino",2021,"Denmark",5,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"San Marino",2021,"France",4,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Czech Republic",2022,"Malta",3,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Czech Republic",2022,"Ukraine",1,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Czech Republic",2022,"Belgium",2,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Czech Republic",2022,"Israel",2,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Czech Republic",2022,"Greece",2,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Czech Republic",2022,"Serbia",3,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Czech Republic",2022,"Iceland",2,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Czech Republic",2022,"France",2,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Czech Republic",2022,"Ireland",7,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Czech Republic",2022,"Sweden",5,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Czech Republic",2022,"Australia",4,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Romania",2022,"Germany",1,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Romania",2022,"Greece",7,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Romania",2022,"Spain",4,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Portugal",2022,"Netherlands",8,"Jury","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Portugal",2022,"Ukraine",10,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Portugal",2022,"Albania",1,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Portugal",2022,"Estonia",7,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Portugal",2022,"Azerbaijan",7,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Portugal",2022,"Belgium",5,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Portugal",2022,"Norway",10,"Jury","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Portugal",2022,"Poland",7,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Portugal",2022,"Greece",3,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Portugal",2022,"Moldova",2,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Portugal",2022,"Bulgaria",4,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Portugal",2022,"Serbia",7,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Portugal",2022,"Iceland",5,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Portugal",2022,"Latvia",6,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Portugal",2022,"Switzerland",5,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Portugal",2022,"Denmark",8,"Jury","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Portugal",2022,"France",1,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Portugal",2022,"Armenia",8,"Jury","High","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Portugal",2022,"Montenegro",4,"Jury","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Portugal",2022,"Romania",7,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Portugal",2022,"Ireland",4,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Portugal",2022,"Slovenia",3,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Portugal",2022,"Georgia",7,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Portugal",2022,"Croatia",10,"Jury","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Portugal",2022,"Lithuania",8,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Portugal",2022,"Austria",10,"Jury","High","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Portugal",2022,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Portugal",2022,"Australia",6,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Portugal",2022,"Czech Republic",5,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Finland",2022,"Estonia",5,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Finland",2022,"Serbia",6,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Finland",2022,"Italy",1,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Switzerland",2022,"Netherlands",10,"Jury","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Switzerland",2022,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Switzerland",2022,"North Macedonia",1,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Switzerland",2022,"Ukraine",6,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Switzerland",2022,"Portugal",2,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Switzerland",2022,"Germany",2,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Switzerland",2022,"Norway",1,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Switzerland",2022,"Poland",5,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Switzerland",2022,"Moldova",7,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Switzerland",2022,"Bulgaria",7,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Switzerland",2022,"Latvia",3,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Switzerland",2022,"Spain",1,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Switzerland",2022,"Denmark",2,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Switzerland",2022,"Romania",5,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Switzerland",2022,"Slovenia",5,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Switzerland",2022,"Croatia",1,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Switzerland",2022,"Lithuania",7,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Switzerland",2022,"Austria",1,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Switzerland",2022,"United Kingdom",2,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Switzerland",2022,"Czech Republic",6,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Switzerland",2022,"Italy",3,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"France",2022,"Azerbaijan",1,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"France",2022,"Armenia",7,"Jury","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"France",2022,"Georgia",1,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Norway",2022,"Netherlands",3,"Jury","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
